timesteps,average_episode_return,std
0.000000000000000000e+00,0.000000000000000000e+00,6.571716929293774001e+01
5.000000000000000000e+03,1.142333911171489262e+03,1.893478992691948974e+02
1.000000000000000000e+04,1.458821996405044501e+03,1.685227703824697585e+02
1.500000000000000000e+04,1.492347815523836744e+03,1.793866370181283401e+02
2.000000000000000000e+04,6.595286964463228969e+02,2.125768834797661100e+02
2.500000000000000000e+04,-1.997497403030773739e+02,1.595335010682329937e+02
3.000000000000000000e+04,1.533073347742837541e+03,2.690902176423771834e+02
3.500000000000000000e+04,1.741698259576736291e+03,2.166682663814021339e+02
4.000000000000000000e+04,1.373924738715775220e+03,2.068022795530499423e+02
4.500000000000000000e+04,1.374045146491352853e+03,1.218261095234774984e+02
5.000000000000000000e+04,1.304382823871766504e+03,1.468847899597859623e+02
5.500000000000000000e+04,1.188617075014565444e+03,1.795128373847882131e+02
6.000000000000000000e+04,1.123141475922306427e+03,1.813603093261425556e+02
6.500000000000000000e+04,1.074628851095238133e+03,1.867780426540655014e+02
7.000000000000000000e+04,8.844438145082464189e+02,2.015379189404550857e+02
7.500000000000000000e+04,5.936119261974749861e+02,1.458478534911484417e+02
8.000000000000000000e+04,2.997513934578971089e+02,2.801948962061136399e+02
8.500000000000000000e+04,2.439766741798325711e+01,1.470394404906867862e+02
9.000000000000000000e+04,-3.814368590183235597e+02,1.466607219454728863e+02
9.500000000000000000e+04,3.696168713746154708e+02,1.770504445442567771e+02
1.000000000000000000e+05,7.640724721845543854e+02,1.539433044217459781e+02
