timesteps,average_episode_return,std
0.000000000000000000e+00,0.000000000000000000e+00,3.031514803462674212e+00
6.250000000000000000e+02,3.113927433278460555e+00,1.774901160458186133e+00
1.250000000000000000e+03,2.386715230337514981e+00,1.822424703475484575e+00
1.875000000000000000e+03,3.621857496696631706e+00,2.976261777232426908e+00
2.500000000000000000e+03,5.732210718269929117e+00,3.391088186740286670e+00
3.125000000000000000e+03,7.898449112185636167e+00,1.965807413678867688e+00
3.750000000000000000e+03,7.407310179833447528e+00,3.002727315944655473e+00
4.375000000000000000e+03,5.368664624338014946e+00,3.248553204446021248e+00
5.000000000000000000e+03,5.190487977986506962e+00,2.678901098089879085e+00
5.625000000000000000e+03,4.284302354525543421e+00,3.340163536962279522e+00
6.250000000000000000e+03,1.020008730026300370e+01,3.900367515008419605e+00
6.875000000000000000e+03,4.615374344865126766e+00,4.274945116868287265e+00
7.500000000000000000e+03,7.214259733411516606e+00,3.055232290329754630e+00
8.125000000000000000e+03,8.473168338677814049e+00,3.156246667516019233e+00
8.750000000000000000e+03,1.054496942591341480e+01,3.531687022252696373e+00
9.375000000000000000e+03,8.619335842556706595e+00,3.266223642416596018e+00
1.000000000000000000e+04,7.537478733728498526e+00,4.817326409153092293e+00
1.062500000000000000e+04,1.105361443182083825e+01,1.973148299118308246e+00
1.125000000000000000e+04,1.441933137736297077e+01,3.228183548330353592e+00
1.187500000000000000e+04,1.507708783811779085e+01,6.333784702010699874e+00
1.250000000000000000e+04,1.396190312632805330e+01,4.035026417195087589e+00
1.312500000000000000e+04,1.459960460160134588e+01,4.039342647269055675e+00
1.375000000000000000e+04,1.464943609392746460e+01,4.498590735736310187e+00
1.437500000000000000e+04,1.176282873900661841e+01,4.540604642333041063e+00
1.500000000000000000e+04,1.806023608473534381e+01,5.414328845253276512e+00
1.562500000000000000e+04,1.100974731170149035e+01,4.731644910621620959e+00
1.625000000000000000e+04,1.695829462255362685e+01,4.496124160856425078e+00
1.687500000000000000e+04,2.059400102529053100e+01,4.012837929544236459e+00
1.750000000000000000e+04,1.302280365739647650e+01,4.522628621512100544e+00
1.812500000000000000e+04,2.109758330093862355e+01,5.637266749923282028e+00
1.875000000000000000e+04,1.828969247702779555e+01,2.148481247767723978e+00
