traj_id,t,trajEncPCA1,trajEncPCA2,skill_0,skill_1,skill_2,skill_3
0,0,0.0,0.0,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,1,-0.1532863714765638,0.0601148834317117,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,2,-0.1729087905605268,-0.0318055366325758,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,3,-0.1840748953848879,0.1123672773157413,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,4,-0.1387528335752467,-0.0066262822955889,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,5,-0.3489047551382985,-0.1495364836351176,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,6,-0.1170413818717509,-0.1857323477711359,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,7,-0.1371462007598484,-0.314280157039822,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,8,-0.3162921667710116,-0.3087841535705218,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,9,-0.2710187646730989,-0.1521664006769775,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,10,-0.2534294465794461,-0.3408207492830256,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,11,-0.369110571691684,-0.4048317425876011,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,12,-0.3672073067379672,-0.3976409150006535,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,13,-0.4570693231002641,-0.3840864145472507,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,14,-0.3172736573460266,-0.3363736597922021,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,15,-0.385744606370297,-0.3868219759100491,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,16,-0.4654139917795697,-0.2828103152818587,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,17,-0.3479086358568907,-0.3275565564201382,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,18,-0.1002893336378379,-0.2835683991094613,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,19,-0.0349189873009917,-0.2791316928662788,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
0,20,0.0362038422423314,-0.4542301976650105,-0.4193339712650721,-0.0402861701383232,0.8204322511194571,0.2221080589731328
